Product Name,Group,Item,Availability,Color,Link,Size,Price,Fit,Fabric,user_query,Hashtags,Image
Blue Mixed Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2879406/s/blue-mixed-cotton-coaty-03e241104120/category/371/,42,"Tk 2,465.12",Front Open,Mixed Cotton,"Looking for Front Open Coatys in Blue under Tk 2,465.12.","['blue coaty', 'coaty', 'size 42 blue coaty', 'mixed cotton coaty size 42', 'blue men coaty', 'blue', 'frontopen coaty 42', 'blue mixed cotton men', '42 blue mixed coaty', 'blue frontopen size 42 coaty', 'men 42', 'blue blue', 'mixed cotton size 42 coaty', 'blue coaty for men', 'size 42 mixed cotton', 'coaty coaty 42', 'men frontopen blue', 'blue men mixed cotton coaty size 42', 'blue 42 frontopen', 'blue men size 42 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Mixed Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2879406/s/blue-mixed-cotton-coaty-03e241104120/category/371/,44,"Tk 2,465.12",Front Open,Mixed Cotton,Looking for a Front Open Coaty for Men.,"['blue coaty', 'coaty', 'size 44 blue coaty', 'mixed cotton coaty size 44', 'blue men coaty 44', 'blue', 'frontopen coaty 44', 'blue mixed cotton men', '44 blue mixed coaty', 'blue frontopen coaty', 'men 44', 'blue blue', 'mixed cotton size 44 coaty', 'blue coaty for men', 'size 44 mixed cotton', 'coaty coaty 44', 'men frontopen blue', 'blue men mixed cotton coaty size 44', 'cotton coaty 44 frontopen', 'blue men size 44 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,38,"Tk 1,734.88",Front Open,Cotton,Do you have size 38 in Black Coatys?,"['black coaty', 'coaty', 'size 38 black coaty', 'cotton coaty size 38', 'black men coaty 38', 'black', 'frontopen coaty 38', 'black cotton men', '38 black check coaty', 'black frontopen coaty', 'men 38', 'black black', 'cotton size 38 coaty', 'black coaty for men', 'size 38 cotton', 'coaty coaty 38', 'men frontopen black', 'black men cotton coaty size 38', 'cotton coaty 38 frontopen', 'black men size 38 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,40,"Tk 1,734.88",Front Open,Cotton,"Any Men clothing in size 40, preferably Front Open?","['black coaty', 'coaty', 'size 40 black coaty', 'cotton coaty size 40', 'black men coaty 40', 'black', 'frontopen coaty 40', 'black cotton men', '40 black check coaty', 'black frontopen coaty', 'men 40', 'black black', 'cotton size 40 coaty', 'black coaty for men', 'size 40 cotton', 'coaty coaty 40', 'men frontopen black', 'black men cotton coaty size 40', 'cotton coaty 40 frontopen', 'black men size 40 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,42,"Tk 1,734.88",Front Open,Cotton,"Show me Black Coatys around Tk 1,734.88.","['black coaty', 'coaty', 'size 42 black coaty', 'cotton coaty size 42', 'black men coaty', 'black', 'frontopen coaty 42', 'black cotton men', '42 black check coaty', 'black frontopen size 42 coaty', 'men 42', 'black black', 'cotton size 42 coaty', 'black coaty for men', 'size 42 cotton', 'coaty coaty 42', 'men frontopen black', 'black men cotton coaty size 42', 'black 42 frontopen', 'black men size 42 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,44,"Tk 1,734.88",Front Open,Cotton,Do you have size 44 in Black Coatys?,"['black coaty', 'coaty', 'size 44 black coaty', 'cotton coaty size 44', 'black men coaty 44', 'black', 'frontopen coaty 44', 'black cotton men', '44 black check coaty', 'black frontopen coaty', 'men 44', 'black black', 'cotton size 44 coaty', 'black coaty for men', 'size 44 cotton', 'coaty coaty 44', 'men frontopen black', 'black men cotton coaty size 44', 'cotton coaty 44 frontopen', 'black men size 44 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,46,"Tk 1,734.88",Front Open,Cotton,"Any Men clothing in size 46, preferably Front Open?","['black coaty', 'coaty', 'size 46 black coaty', 'cotton coaty size 46', 'black men coaty 46', 'black', 'frontopen coaty 46', 'black cotton men', '46 black check coaty', 'black frontopen coaty', 'men 46', 'black black', 'cotton size 46 coaty', 'black coaty for men', 'size 46 cotton', 'coaty coaty 46', 'men frontopen black', 'black men cotton coaty size 46', 'cotton coaty 46 frontopen', 'black men size 46 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Slate Blue viscose Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2889711/s/slate-blue-viscose-coaty-03e251104034/category/371/,38,"Tk 1,758.14",Front Open,Viscose,"Looking for Front Open Coatys in Blue under Tk 1,758.14.","['blue coaty', 'coaty', 'size 38 blue coaty', 'viscose coaty size 38', 'blue men coaty 38', 'slate', 'frontopen coaty 38', 'blue viscose men', '38 slate blue coaty', 'blue frontopen coaty', 'men 38', 'slate blue', 'viscose size 38 coaty', 'blue coaty for men', 'size 38 viscose', 'coaty coaty 38', 'men frontopen blue', 'blue men viscose coaty size 38', 'viscose coaty 38 frontopen', 'blue men size 38 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Slate Blue viscose Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2889711/s/slate-blue-viscose-coaty-03e251104034/category/371/,42,"Tk 1,758.14",Front Open,Viscose,Do you have size 42 in Blue Coatys?,"['blue coaty', 'coaty', 'size 42 blue coaty', 'viscose coaty size 42', 'blue men coaty', 'slate', 'frontopen coaty 42', 'blue viscose men', '42 slate blue coaty', 'blue frontopen size 42 coaty', 'men 42', 'slate blue', 'viscose size 42 coaty', 'blue coaty for men', 'size 42 viscose', 'coaty coaty 42', 'men frontopen blue', 'blue men viscose coaty size 42', 'slate 42 frontopen', 'blue men size 42 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Slate Blue viscose Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2889711/s/slate-blue-viscose-coaty-03e251104034/category/371/,44,"Tk 1,758.14",Front Open,Viscose,"Show me Blue Coatys around Tk 1,758.14.","['blue coaty', 'coaty', 'size 44 blue coaty', 'viscose coaty size 44', 'blue men coaty 44', 'slate', 'frontopen coaty 44', 'blue viscose men', '44 slate blue coaty', 'blue frontopen coaty', 'men 44', 'slate blue', 'viscose size 44 coaty', 'blue coaty for men', 'size 44 viscose', 'coaty coaty 44', 'men frontopen blue', 'blue men viscose coaty size 44', 'viscose coaty 44 frontopen', 'blue men size 44 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,38,"Tk 1,372.73",Front Open,Cotton,Do you have size 38 in Blue Coatys?,"['blue coaty', 'coaty', 'size 38 blue coaty', 'cotton coaty size 38', 'blue men coaty 38', 'blue', 'frontopen coaty 38', 'blue cotton men', '38 blue cotton coaty', 'blue frontopen coaty', 'men 38', 'blue blue', 'cotton size 38 coaty', 'blue coaty for men', 'size 38 cotton', 'coaty coaty 38', 'men frontopen blue', 'blue men cotton coaty size 38', 'cotton coaty 38 frontopen', 'blue men size 38 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,40,"Tk 1,372.73",Front Open,Cotton,Do you have size 40 in Blue Coatys?,"['blue coaty', 'coaty', 'size 40 blue coaty', 'cotton coaty size 40', 'blue men coaty 40', 'blue', 'frontopen coaty 40', 'blue cotton men', '40 blue cotton coaty', 'blue frontopen coaty', 'men 40', 'blue blue', 'cotton size 40 coaty', 'blue coaty for men', 'size 40 cotton', 'coaty coaty 40', 'men frontopen blue', 'blue men cotton coaty size 40', 'cotton coaty 40 frontopen', 'blue men size 40 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,42,"Tk 1,372.73",Front Open,Cotton,"Want to buy a Coaty in size 42 under Tk 1,372.73.","['blue coaty', 'coaty', 'size 42 blue coaty', 'cotton coaty size 42', 'blue men coaty', 'blue', 'frontopen coaty 42', 'blue cotton men', '42 blue cotton coaty', 'blue frontopen size 42 coaty', 'men 42', 'blue blue', 'cotton size 42 coaty', 'blue coaty for men', 'size 42 cotton', 'coaty coaty 42', 'men frontopen blue', 'blue men cotton coaty size 42', 'blue 42 frontopen', 'blue men size 42 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,44,"Tk 1,372.73",Front Open,Cotton,"Show me Blue Coatys around Tk 1,372.73.","['blue coaty', 'coaty', 'size 44 blue coaty', 'cotton coaty size 44', 'blue men coaty 44', 'blue', 'frontopen coaty 44', 'blue cotton men', '44 blue cotton coaty', 'blue frontopen coaty', 'men 44', 'blue blue', 'cotton size 44 coaty', 'blue coaty for men', 'size 44 cotton', 'coaty coaty 44', 'men frontopen blue', 'blue men cotton coaty size 44', 'cotton coaty 44 frontopen', 'blue men size 44 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,46,"Tk 1,372.73",Front Open,Cotton,Do you have any Coatys for Men in Blue?,"['blue coaty', 'coaty', 'size 46 blue coaty', 'cotton coaty size 46', 'blue men coaty 46', 'blue', 'frontopen coaty 46', 'blue cotton men', '46 blue cotton coaty', 'blue frontopen coaty', 'men 46', 'blue blue', 'cotton size 46 coaty', 'blue coaty for men', 'size 46 cotton', 'coaty coaty 46', 'men frontopen blue', 'blue men cotton coaty size 46', 'cotton coaty 46 frontopen', 'blue men size 46 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,48,"Tk 1,372.73",Front Open,Cotton,"Something trendy for Men, maybe a Blue Coaty?","['blue coaty', 'coaty', 'size 48 blue coaty', 'cotton coaty size 48', 'blue men coaty', 'blue', 'frontopen coaty 48', 'blue cotton men', '48 blue cotton coaty', 'blue frontopen size 48 coaty', 'men 48', 'blue blue', 'cotton size 48 coaty', 'blue coaty for men', 'size 48 cotton', 'coaty coaty 48', 'men frontopen blue', 'blue men cotton coaty size 48', 'blue 48 frontopen', 'blue men size 48 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Navy Blue Textured Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2939501/s/navy-blue-textured-cotton-coaty-03r251104055/category/371/,38,"Tk 1,545.45",Front Open,Cotton,"A Blue, Front Open Coaty around Tk 1,545.45.","['blue coaty', 'coaty', 'size 38 blue coaty', 'cotton coaty size 38', 'blue men coaty 38', 'navy', 'frontopen coaty 38', 'blue cotton men', '38 navy blue coaty', 'blue frontopen coaty', 'men 38', 'navy blue', 'cotton size 38 coaty', 'blue coaty for men', 'size 38 cotton', 'coaty coaty 38', 'men frontopen blue', 'blue men cotton coaty size 38', 'cotton coaty 38 frontopen', 'blue men size 38 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Navy Blue Textured Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2939501/s/navy-blue-textured-cotton-coaty-03r251104055/category/371/,40,"Tk 1,545.45",Front Open,Cotton,Suggest a Men Coaty for daily wear.,"['blue coaty', 'coaty', 'size 40 blue coaty', 'cotton coaty size 40', 'blue men coaty 40', 'navy', 'frontopen coaty 40', 'blue cotton men', '40 navy blue coaty', 'blue frontopen coaty', 'men 40', 'navy blue', 'cotton size 40 coaty', 'blue coaty for men', 'size 40 cotton', 'coaty coaty 40', 'men frontopen blue', 'blue men cotton coaty size 40', 'cotton coaty 40 frontopen', 'blue men size 40 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
Brown Cotton Coaty,Men,Coaty,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2889075/s/brown-cotton-coaty-03r251104068/category/371/,38,"Tk 1,595.35",Front Open,Cotton,Do you have any Coatys for Men in Brown?,"['brown coaty', 'coaty', 'size 38 brown coaty', 'cotton coaty size 38', 'brown men coaty 38', 'brown', 'frontopen coaty 38', 'brown cotton men', '38 brown cotton coaty', 'brown frontopen coaty', 'men 38', 'brown brown', 'cotton size 38 coaty', 'brown coaty for men', 'size 38 cotton', 'coaty coaty 38', 'men frontopen brown', 'brown men cotton coaty size 38', 'cotton coaty 38 frontopen', 'brown men size 38 coaty']","['https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png', 'https://www.productsamples.com/wp-content/uploads/2021/10/il-box.png']"
